Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,Police District,Analysis Neighborhood,Latitude,Longitude,Point
2024/04/22 06:31:00 PM,2024/04/22,18:31,2024,Monday,2024/04/22 06:31:00 PM,138444364020,1384443,240253394,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/04/09 09:55:00 AM,2024/04/09,09:55,2024,Tuesday,2024/04/09 10:20:00 AM,138073006373,1380730,240222515,06373,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $200-$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/03/31 04:18:00 PM,2024/03/31,16:18,2024,Sunday,2024/03/31 04:19:00 PM,137879163010,1378791,240197344,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/03/31 03:45:00 PM,2024/03/31,15:45,2024,Sunday,2024/03/31 04:11:00 PM,137822871000,1378228,240204228,71000,Lost Property,Lost Property,Lost Property,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/03/31 04:18:00 PM,2024/03/31,16:18,2024,Sunday,2024/03/31 04:18:00 PM,137822363010,1378223,240204353,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/03/31 04:18:00 PM,2024/03/31,16:18,2024,Sunday,2024/03/31 04:18:00 PM,137822327130,1378223,240204353,27130,Other Miscellaneous,Other,"Burglary Tools, Possession Of",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/03/31 04:18:00 PM,2024/03/31,16:18,2024,Sunday,2024/03/31 04:18:00 PM,137822316710,1378223,240204353,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/03/24 03:00:00 AM,2024/03/24,03:00,2024,Sunday,2024/03/24 04:20:00 AM,137604328150,1376043,240187135,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/03/16 08:39:00 PM,2024/03/16,20:39,2024,Saturday,2024/03/16 08:39:00 PM,137399264020,1373992,240170475,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/03/15 12:15:00 AM,2024/03/15,00:15,2024,Friday,2024/03/15 12:37:00 AM,137335404134,1373354,240166236,04134,Assault,Simple Assault,Battery,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/03/01 10:00:00 AM,2024/03/01,10:00,2024,Friday,2024/03/01 07:10:00 PM,136936804134,1369368,240137469,04134,Assault,Simple Assault,Battery,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/02/24 05:40:00 PM,2024/02/24,17:40,2024,Saturday,2024/02/24 06:00:00 PM,136753164020,1367531,240122539,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2024/02/21 05:50:00 PM,2024/02/21,17:50,2024,Wednesday,2024/02/21 06:03:00 PM,136669164020,1366691,240115697,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357406616211,-122.36373901367188,POINT (-122.36373901367188 37.82357406616211)
2021/05/17 02:00:00 PM,2021/05/17,14:00,2021,Monday,2021/05/27 03:06:00 PM,103447305071,1034473,210327327,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/10/01 07:45:00 PM,2021/10/01,19:45,2021,Friday,2021/10/01 10:14:00 PM,107633304144,1076333,210639821,04144,Assault,Simple Assault,"Battery, Sexual",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/08/11 11:15:00 AM,2021/08/11,11:15,2021,Wednesday,2021/08/11 11:24:00 AM,105921268020,1059212,210510691,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/05/27 02:00:00 AM,2021/05/27,02:00,2021,Thursday,2021/05/28 09:19:00 AM,103473005071,1034730,210328927,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/05/18 06:00:00 PM,2020/05/18,18:00,2020,Monday,2020/05/28 05:00:00 PM,93079005073,930790,200312479,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/09/16 04:00:00 AM,2020/09/16,04:00,2020,Wednesday,2020/09/16 02:20:00 PM,96209005073,962090,200557443,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/01/03 02:49:00 AM,2021/01/03,02:49,2021,Sunday,2021/01/04 07:10:00 AM,99277005151,992770,210006242,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/10/01 12:00:00 AM,2020/10/01,00:00,2020,Thursday,2020/12/16 07:54:00 AM,98798171000,987981,206172827,71000,Lost Property,Lost Property,Lost Property,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/09/15 07:00:00 PM,2020/09/15,19:00,2020,Tuesday,2020/09/16 08:08:00 AM,96180628150,961806,200557443,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/08/04 05:00:00 PM,2020/08/04,17:00,2020,Tuesday,2020/08/05 09:59:00 AM,95009805151,950098,200468000,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/05/18 06:00:00 PM,2020/05/18,18:00,2020,Monday,2020/05/22 06:18:00 PM,92926405073,929264,200312479,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/10/29 12:01:00 PM,2020/10/29,12:01,2020,Thursday,2020/10/29 05:06:00 PM,97393805073,973938,200651998,05073,Burglary,Burglary - Other,"Burglary, Other Bldg., Unlawful Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/05/18 06:00:00 PM,2020/05/18,18:00,2020,Monday,2020/05/28 05:00:00 PM,93080107023,930801,200312479,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/05/06 05:30:00 PM,2020/05/06,17:30,2020,Wednesday,2020/08/20 11:38:00 AM,96042506374,960425,200280779,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/08/13 01:55:00 PM,2020/08/13,13:55,2020,Thursday,2020/08/13 01:55:00 PM,95247806242,952478,200485822,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/05/18 06:00:00 PM,2020/05/18,18:00,2020,Monday,2020/05/28 05:00:00 PM,93079006374,930790,200312479,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/10/27 09:00:00 PM,2020/10/27,21:00,2020,Tuesday,2020/10/29 01:42:00 PM,97373605151,973736,200652861,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/10/28 03:30:00 PM,2020/10/28,15:30,2020,Wednesday,2020/10/29 07:07:00 AM,97364205153,973642,200651998,05153,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/07/31 07:30:00 PM,2020/07/31,19:30,2020,Friday,2020/08/05 10:19:00 AM,95011006244,950110,200468044,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/09/16 04:00:00 AM,2020/09/16,04:00,2020,Wednesday,2020/09/16 05:16:00 PM,96192807024,961928,200558827,07024,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Mobile Home or House Trailer",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/06/04 05:14:00 PM,2020/06/04,17:14,2020,Thursday,2020/06/04 05:14:00 PM,93282575025,932825,200312479,75025,Non-Criminal,Non-Criminal,Search Warrant Service,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/05/18 06:00:00 PM,2020/05/18,18:00,2020,Monday,2020/05/22 06:18:00 PM,92926406374,929264,200312479,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/05/18 06:00:00 PM,2020/05/18,18:00,2020,Monday,2020/05/28 05:00:00 PM,93079907023,930799,200312479,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/13 03:00:00 PM,2019/07/13,15:00,2019,Saturday,2019/07/21 06:37:00 PM,82597306244,825973,190507362,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/11/03 08:00:00 AM,2020/11/03,08:00,2020,Tuesday,2020/11/03 08:25:00 AM,97506764070,975067,200662973,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/06/01 08:00:00 AM,2019/06/01,08:00,2019,Saturday,2020/01/04 12:51:00 PM,88804071013,888040,200008979,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/08/05 04:05:00 PM,2019/08/05,16:05,2019,Monday,2019/08/05 04:36:00 PM,83099606223,830996,190571652,06223,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, $200-$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/05/06 05:30:00 PM,2020/05/06,17:30,2020,Wednesday,2020/05/06 10:12:00 PM,92509705071,925097,200280779,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/06/07 08:11:00 PM,2020/06/07,20:11,2020,Sunday,2020/06/10 10:02:00 AM,93427105071,934271,200350156,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/29 07:08:00 AM,2019/07/29,07:08,2019,Monday,2019/07/29 07:13:00 AM,82816004134,828160,190550242,04134,Assault,Simple Assault,Battery,Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Central,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/30 09:00:00 AM,2019/07/30,09:00,2019,Tuesday,2019/07/30 02:30:00 PM,82867115200,828671,190554799,15200,Offences Against The Family And Children,Other,Domestic Violence (secondary only),Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/12/27 10:44:00 AM,2019/12/27,10:44,2019,Friday,2019/12/27 10:44:00 AM,88531064020,885310,190971193,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/12/21 01:00:00 PM,2019/12/21,13:00,2019,Saturday,2019/12/21 03:41:00 PM,88491306244,884913,196278173,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/06/30 12:00:00 PM,2019/06/30,12:00,2019,Sunday,2019/08/21 11:17:00 AM,83705405071,837054,190617466,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/12/14 10:26:00 PM,2019/12/14,22:26,2019,Saturday,2019/12/14 10:29:00 PM,88097551040,880975,190941259,51040,Non-Criminal,Non-Criminal,Aided Case,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/01/08 07:00:00 PM,2020/01/08,19:00,2020,Wednesday,2020/01/09 09:40:00 AM,89003728150,890037,206005278,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/01/04 05:30:00 PM,2020/01/04,17:30,2020,Saturday,2020/01/06 08:29:00 AM,88863606244,888636,200012920,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/09/17 03:55:00 PM,2019/09/17,15:55,2019,Tuesday,2019/09/17 03:55:00 PM,84778765015,847787,190695440,65015,Other Miscellaneous,Other,"Driving, No License Issued",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/13 01:45:00 PM,2019/07/13,13:45,2019,Saturday,2019/07/13 01:59:00 PM,82213206244,822132,190507362,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/10/01 06:00:00 AM,2019/10/01,06:00,2019,Tuesday,2019/10/31 09:39:00 AM,86607571000,866075,196234476,71000,Lost Property,Lost Property,Lost Property,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/29 07:08:00 AM,2019/07/29,07:08,2019,Monday,2019/07/29 07:13:00 AM,82816016710,828160,190550242,16710,Drug Offense,Drug Violation,"Narcotics Paraphernalia, Possession of",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Central,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/19 08:00:00 AM,2019/07/19,08:00,2019,Friday,2019/07/19 09:30:00 AM,82433764085,824337,190522984,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/19 08:00:00 AM,2019/07/19,08:00,2019,Friday,2019/07/19 09:30:00 AM,82433768020,824337,190522984,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/30 09:00:00 AM,2019/07/30,09:00,2019,Tuesday,2019/07/30 02:30:00 PM,82867126210,828671,190554799,26210,Other Miscellaneous,Intimidation,Threatening School or Public Employee,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/05/05 04:40:00 PM,2020/05/05,16:40,2020,Tuesday,2020/05/05 04:46:00 PM,92475406374,924754,200278348,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/08/25 02:30:00 PM,2019/08/25,14:30,2019,Sunday,2019/08/25 04:00:00 PM,83865706244,838657,190630139,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/30 09:00:00 AM,2019/07/30,09:00,2019,Tuesday,2019/07/30 02:30:00 PM,82867115201,828671,190554799,15201,Offences Against The Family And Children,Stalking,Stalking,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/09/17 03:55:00 PM,2019/09/17,15:55,2019,Tuesday,2019/09/17 03:55:00 PM,84778765010,847787,190695440,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/09/06 10:20:00 AM,2019/09/06,10:20,2019,Friday,2019/09/06 11:21:00 AM,84359503471,843595,190664326,03471,Robbery,Robbery - Other,"Robbery, Att., W/ Gun",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/09/30 12:23:00 PM,2019/09/30,12:23,2019,Monday,2019/09/30 12:23:00 PM,85278407041,852784,190706934,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/29 07:08:00 AM,2019/07/29,07:08,2019,Monday,2019/07/29 07:13:00 AM,82816027195,828160,190550242,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Central,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2020/05/05 04:40:00 PM,2020/05/05,16:40,2020,Tuesday,2020/05/05 04:46:00 PM,92475403074,924754,200278348,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/07/01 07:00:00 AM,2019/07/01,07:00,2019,Monday,2019/08/28 09:51:00 AM,84033571000,840335,196179333,71000,Lost Property,Lost Property,Lost Property,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/08/30 12:40:00 PM,2018/08/30,12:40,2018,Thursday,2018/08/30 02:23:00 PM,70893804134,708938,180655733,04134,Assault,Simple Assault,Battery,Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/07/02 08:00:00 AM,2018/07/02,08:00,2018,Monday,2018/08/30 01:51:00 PM,71428171000,714281,186209865,71000,Lost Property,Lost Property,Lost Property,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/05/30 06:17:00 PM,2019/05/30,18:17,2019,Thursday,2019/05/30 06:17:00 PM,80652464070,806524,190389110,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/10/10 03:00:00 PM,2018/10/10,15:00,2018,Wednesday,2018/10/10 08:20:00 PM,72453426080,724534,180769970,26080,Other Miscellaneous,Other,Conspiracy,Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/05/26 10:00:00 AM,2019/05/26,10:00,2019,Sunday,2019/05/28 07:22:00 AM,80542528160,805425,190381213,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/10/31 09:15:00 AM,2018/10/31,09:15,2018,Wednesday,2018/10/31 01:54:00 PM,73248204170,732482,180827095,04170,Assault,Simple Assault,False Imprisonment,Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/09/06 03:44:00 PM,2018/09/06,15:44,2018,Thursday,2018/09/07 06:00:00 PM,71182475000,711824,180675004,75000,Missing Person,Missing Person,Found Person,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/09/05 07:00:00 PM,2018/09/05,19:00,2018,Wednesday,2018/09/06 05:58:00 PM,71152928160,711529,180675424,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/10/31 09:15:00 AM,2018/10/31,09:15,2018,Wednesday,2018/10/31 01:54:00 PM,73248204138,732482,180827095,04138,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/04/22 05:46:00 PM,2019/04/22,17:46,2019,Monday,2019/04/22 06:15:00 PM,79325775000,793257,190280198,75000,Missing Person,Missing Person,Found Person,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/01/08 02:09:00 PM,2019/01/08,14:09,2019,Tuesday,2019/01/08 02:34:00 PM,75740907055,757409,190018604,07055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/10/17 05:20:00 PM,2018/10/17,17:20,2018,Wednesday,2018/10/23 09:04:00 AM,72925807025,729258,180803835,07025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/09/28 09:13:00 PM,2018/09/28,21:13,2018,Friday,2018/10/01 01:30:00 PM,72071275030,720712,180737137,75030,Case Closure,Case Closure,Case Closure,Unfounded,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/09/06 01:00:00 PM,2018/09/06,13:00,2018,Thursday,2018/09/06 02:08:00 PM,71147904134,711479,180674921,04134,Assault,Simple Assault,Battery,Open or Active,AVENUE N \ 04TH TI ST,Out of SF,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/09/05 04:00:00 PM,2018/09/05,16:00,2018,Wednesday,2018/09/06 03:44:00 PM,71149674000,711496,180675004,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
